STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,crops,Crops,strucpro,Structure of production,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2021,,28.27,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2022,,28.38,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2023,,26.55,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2024,,23.72,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2010,,1461.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2011,,1328.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2012,,1306.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2013,,1465.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2014,,1394.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2015,,1285.50,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2016,,1325.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2017,,1308.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2018,,1228.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2019,,856.80,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2020,,957.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2021,,1000.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2022,,1088.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2023,,1178.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),DE,Germany,2024,,1088.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2010,,20.63,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2011,,32.09,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2012,,28.76,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2013,,42.55,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2014,,43.18,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2015,,71.04,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2016,,91.46,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2017,,95.87,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2018,,78.53,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2019,,70.26,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2020,,71.47,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2021,,92.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2022,,130.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2023,,111.86,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,AR,Area (cultivation/harvested/production) (1000 ha),ES,Spain,2024,,98.43,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2010,,170.58,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2011,,179.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2012,,148.87,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2013,,196.83,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2014,,198.29,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2015,,111.75,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2016,,141.89,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2017,,116.84,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2018,,120.69,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2019,,107.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2020,,100.28,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2021,,86.87,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2022,,92.03,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2023,,86.68,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),AT,Austria,2024,,71.49,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2010,,5697.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2011,,3869.50,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2012,,4821.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2013,,5784.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2014,,6247.40,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2015,,5016.80,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2016,,4579.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2017,,4275.60,,d,definition differs (see metadata),,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2018,,3677.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2019,,2830.20,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2020,,3527.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2021,,3504.60,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2022,,4294.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2023,,4218.00,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),DE,Germany,2024,,3631.70,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2010,,36.02,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2011,,64.25,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2012,,53.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2013,,113.55,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2014,,104.83,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2015,,150.02,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2016,,226.40,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2017,,154.51,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2018,,179.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2019,,144.77,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2020,,196.10,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2021,,238.53,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2022,,254.59,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2023,,170.84,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,PR_HU_EU,Harvested production in EU standard humidity (1000 t),ES,Spain,2024,,224.79,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2010,,3.17,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2011,,3.35,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2012,,2.67,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2013,,3.36,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2014,,3.75,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2015,,2.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2016,,3.58,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2017,,2.88,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2018,,2.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2019,,2.98,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2020,,3.15,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2021,,3.07,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2022,,3.24,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2023,,3.27,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),AT,Austria,2024,,3.01,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2010,,3.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2011,,2.91,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2012,,3.69,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2013,,3.95,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2014,,4.48,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2015,,3.90,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2016,,3.45,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2017,,3.27,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2018,,2.99,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2019,,3.30,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2020,,3.68,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2021,,3.50,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2022,,3.95,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2023,,3.58,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),DE,Germany,2024,,3.34,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2010,,1.86,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2011,,2.01,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2012,,1.81,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2013,,2.64,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2014,,2.46,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2015,,2.11,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2016,,2.48,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2017,,1.61,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2018,,2.29,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2019,,2.06,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2020,,2.74,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2021,,2.59,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2022,,1.96,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2023,,1.53,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,I1110,Rape and turnip rape seeds,YI_HU_EU,Yield in EU standard humidity (tonne/ha),ES,Spain,2024,,2.28,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,S0000,Strawberries,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2010,,1.25,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,S0000,Strawberries,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2011,,1.27,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,S0000,Strawberries,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2012,,1.27,,,,,
dataflow,ESTAT:APRO_CPSH1(1.0),Crop production in EU standard humidity,A,Annual,S0000,Strawberries,AR,Area (cultivation/harvested/production) (1000 ha),AT,Austria,2013,,1.29,,,,,
